...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
9,14,Category:Arithmetic functions,2290518,134,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Arithmetic</span> functions.",2019-09-25T22:11:35Z,theory of arithmetic,Arithmetic functions,0.7586206896551724,18
0,14,Category:Film theory,1519596,256,22,"Philosophy portal Film portal Film <span class=""searchmatch"">theory</span> seeks to develop concise, systematic concepts that apply to the study <span class=""searchmatch"">of</span> film/cinema as <span class=""searchmatch"">art</span>.",2021-01-07T09:12:44Z,theory of art,Film theory,0.75,11
3,14,Category:Postmodern theory,704758,972,82,"an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, literature, <span class=""searchmatch"">art</span>, philosophy, economics, architecture, fiction, and literary criticism",2021-01-08T11:16:04Z,theory of art,Postmodern theory,0.8181818181818181,13
7,14,Category:Visual arts theory,12270152,164,9,"Philosophy portal See also, for general arts <span class=""searchmatch"">theory</span>: Category:Aesthetics",2019-10-06T22:44:41Z,theory of art,Visual arts theory,0.7142857142857143,15
9,14,Category:Symbolism (arts),3602693,314,12,"<span class=""searchmatch"">Art</span> and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",2021-08-15T08:57:09Z,theory of art,Symbolism (arts),0.9583333333333334,12
0,14,Category:Visual arts theory,12270152,164,9,"Philosophy portal See also, for general <span class=""searchmatch"">arts</span> <span class=""searchmatch"">theory</span>: Category:Aesthetics",2019-10-06T22:44:41Z,theory of arts,Visual arts theory,0.6666666666666667,16
2,14,Category:Postmodern theory,704758,972,82,"Postmodernism is a term which describes the postmodernist movement in the <span class=""searchmatch"">arts</span>, its set <span class=""searchmatch"">of</span> cultural tendencies and associated cultural movements. It is in general",2021-01-08T11:16:04Z,theory of arts,Postmodern theory,0.8260869565217391,14
4,14,Category:Symbolism (arts),3602693,314,12,"Art and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",2021-08-15T08:57:09Z,theory of arts,Symbolism (arts),0.9166666666666666,11
0,14,Category:Music theory,736492,633,66,"Music <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing music and the elements <span class=""searchmatch"">of</span> music. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,theory of belief,Music theory,0.8,14
6,14,Category:Heresy in the Catholic Church,61521347,376,32,"Heresy is any <span class=""searchmatch"">belief</span> or <span class=""searchmatch"">theory</span> that is strongly at variance with established <span class=""searchmatch"">beliefs</span> or customs, in particular the accepted <span class=""searchmatch"">beliefs</span> <span class=""searchmatch"">of</span> a church or religious",2019-08-16T12:05:09Z,theory of belief,Heresy in the Catholic Church,0.975,23
0,14,Category:String theory,962873,563,81,"point particles as fundamental <span class=""searchmatch"">building</span> blocks. The name string <span class=""searchmatch"">theory</span> is somewhat <span class=""searchmatch"">of</span> a misnomer since the modern <span class=""searchmatch"">theory</span> also includes higher dimensional",2021-01-10T19:39:14Z,theory of building,String theory,0.7727272727272727,16
6,14,Category:Architecture of Sri Lanka,23140680,316,0,"Anuradhapura Polonnaruwa Kandy Colombo Jaffna Galle <span class=""searchmatch"">Theory</span> and analysis Gal vaduvo Sri Lanka Institute <span class=""searchmatch"">of</span> Architects Architects Firms Manjusri Vasthu Vidya",2020-04-26T17:32:14Z,theory of building,Architecture of Sri Lanka,0.9459459459459459,16
0,14,Category:Set theory,693646,1016,161,"Mathematics portal Set <span class=""searchmatch"">theory</span> is any <span class=""searchmatch"">of</span> a number <span class=""searchmatch"">of</span> subtly different things in mathematics: Naive set <span class=""searchmatch"">theory</span> is the original set <span class=""searchmatch"">theory</span> developed by mathematicians",2020-04-22T19:22:50Z,theory of c:m,Set theory,0.7333333333333334,11
1,14,Category:Computability theory,30870610,615,94,"computability <span class=""searchmatch"">theory</span> in computer science is described in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> computation article and is categorized in Category:<span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> computation. Top 0–9 A B <span class=""searchmatch"">C</span> D E",2021-05-04T05:02:20Z,theory of c:m,Computability theory,0.84,17
2,14,Category:Number theory,693745,682,125,"Traditionally, number <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics concerned with the properties <span class=""searchmatch"">of</span> integers and many <span class=""searchmatch"">of</span> its open problems are easily understood",2020-04-25T19:13:57Z,theory of c:m,Number theory,0.7777777777777778,12
3,14,Category:Category theory,695968,340,50,"Category <span class=""searchmatch"">theory</span> is a mathematical <span class=""searchmatch"">theory</span> that deals in an abstract way with mathematical structures and relationships between them. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G",2021-02-08T12:15:49Z,theory of c:m,Category theory,0.7222222222222222,10
4,14,Category:Model theory,693979,550,71,"tools from mathematical logic. Model <span class=""searchmatch"">theory</span> has close ties to algebra and universal algebra. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N O P Q R S T U V W X Y Z",2020-04-22T19:22:34Z,theory of c:m,Model theory,0.7647058823529411,12
5,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of c:m,Graph theory,0.7647058823529411,12
6,14,Category:Game theory,774008,644,66,"Game <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,theory of c:m,Game theory,0.75,12
7,14,Category:Music theory stubs,1802185,421,65,"Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N O P Q R S T U V W X Y Z This is a category for topics in Music <span class=""searchmatch"">theory</span>. Following the scope <span class=""searchmatch"">of</span> Wikipedia:WikiProject",2020-02-29T23:05:31Z,theory of c:m,Music theory stubs,0.7727272727272727,12
8,14,Category:String theory,962873,563,81,"<span class=""searchmatch"">theory</span> is somewhat <span class=""searchmatch"">of</span> a misnomer since the modern <span class=""searchmatch"">theory</span> also includes higher dimensional objects known as branes. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N",2021-01-10T19:39:14Z,theory of c:m,String theory,0.7777777777777778,12
9,14,Category:Information theory,694025,597,43,"to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> information. Top 0–9 A B <span class=""searchmatch"">C</span> D E F G H I J K L <span class=""searchmatch"">M</span> N O P Q R S T U",2020-12-13T00:23:18Z,theory of c:m,Information theory,0.8260869565217391,14
0,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of call,Graph theory,0.7777777777777778,13
1,14,Category:Categories in category theory,3151376,697,86,"an abstraction <span class=""searchmatch"">of</span> homological algebra, which itself was affectionately <span class=""searchmatch"">called</span> &quot;abstract nonsense&quot;, category <span class=""searchmatch"">theory</span> is sometimes <span class=""searchmatch"">called</span> &quot;generalized abstract",2019-09-17T05:32:00Z,theory of call,Categories in category theory,0.7857142857142857,22
2,14,Category:Music theory,736492,633,66,"Music <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing music and the elements <span class=""searchmatch"">of</span> music. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,theory of call,Music theory,0.7777777777777778,13
6,14,Category:Applied mathematics,966983,943,107,"finite geometry to some extent, graph <span class=""searchmatch"">theory</span> as applied to network analysis, and a great deal <span class=""searchmatch"">of</span> what is <span class=""searchmatch"">called</span> computer science. Top 0–9 A B C D E F",2020-05-11T18:04:38Z,theory of call,Applied mathematics,0.962962962962963,17
0,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,theory of called,Graph theory,0.8,14
1,14,Category:Categories in category theory,3151376,697,86,"an abstraction <span class=""searchmatch"">of</span> homological algebra, which itself was affectionately <span class=""searchmatch"">called</span> &quot;abstract nonsense&quot;, category <span class=""searchmatch"">theory</span> is sometimes <span class=""searchmatch"">called</span> &quot;generalized abstract",2019-09-17T05:32:00Z,theory of called,Categories in category theory,0.8,21
2,14,Category:Music theory,736492,633,66,"Music <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing music and the elements <span class=""searchmatch"">of</span> music. Narrowly it may be defined as the description",2020-02-26T02:02:42Z,theory of called,Music theory,0.8,15
5,14,Category:Applied mathematics,966983,943,107,"finite geometry to some extent, graph <span class=""searchmatch"">theory</span> as applied to network analysis, and a great deal <span class=""searchmatch"">of</span> what is <span class=""searchmatch"">called</span> computer science. Top 0–9 A B C D E F",2020-05-11T18:04:38Z,theory of called,Applied mathematics,0.9655172413793104,17
